CompanyName,street,City,State,ZipCode,ZipPlus,ContactFirstName,ContactLastName,ContactTitle,Phone,BusinessDescription,PrimaryNAICS,NAICS2,NAICS3,NAICS4,NAICS5,BusinessType,County,Employee,AnnualSales,URL,YearEstablished
North Wilkesboro ABC Store,297 Wilkesboro Ave,North Wilkesboro,NC,28659,,James,Lovette,Manager,3368384713,Liquors-Retail,445310,,,,,Private,Wilkes,5,1017000,ABC.NC.GOV,1984
Northampton County A B C Board,,Roanoke Rapids,NC,27870,,,,,2525376388,Liquors-Retail,445310,445310,,,,Private,Halifax,5,955000,,2015
Northampton County ABC Board,223 W Main St,Conway,NC,27820,,,,,2525851251,Liquors-Retail,445310,,,,,Private,Northampton,5,831000,,2011
Norwood ABC Store,N Main St,Norwood,NC,28128,,Lanny,Whitley,Manager,7044744120,Liquors-Retail,445310,,,,,Private,Stanly,2,411000,,1986
Nosh & Wine LLC,606 Barbour Point Rd,Swansboro,NC,28584,8885,,,,9100001111,Wines-Retail,445310,,,,,Private,Onslow,2,431000,,2016
Oak Island ABC Store West,5402 E Oak Island Dr,Oak Island,NC,28465,5031,Marian,England,Manager,9102785551,Liquors-Retail,445310,,,,,Private,Brunswick,7,1521000,,2000
Ocean Isle Beach ABC,1505 Ocean Isle Beach Rd,Ocean Isle Beach,NC,28469,,Kevin,Dillow,Manager,9105796374,Liquors-Retail,445310,,,,,Private,Brunswick,3,652000,,1993
Odp Inc,661 W King St,Boone,NC,28607,3421,,,,8283861328,Beer & Ale-Retail,445310,,,,,Private,Watauga,4,879000,,2014
Ogden Tap Room,7324 Market St,Wilmington,NC,28411,9449,Jeff,Dininger,Owner,9108218185,Liquors-Retail,445310,722511,,,,Private,New Hanover,3,262000,OGDENTAPROOM.COM,2013
Olde Hickory Tap Room,222 Union Sq NW # 101,Hickory,NC,28601,6118,Stephen,Lowery,Owner,8283221965,Tasting Rooms,445310,722511,,,,Private,Catawba,55,13630000,OLDEHICKORYTAPROOM.COM,1995
Orange County ABC Board Ofc,601 Valley Forge Rd,Hillsborough,NC,27278,8516,Linda,Novara,Manager,9197323432,Liquors-Retail,445310,,,,,Private,Orange,5,566000,ORANGEABC.COM,2004
Orange County ABC Board Store,609 Meadowmont Village Cir,Chapel Hill,NC,27517,7587,,,,9199424011,Liquors-Retail,445310,445310,,,,Private,Durham,4,1101000,,2015
Orange County ABC Board Store,602 Jones Ferry Rd,Carrboro,NC,27510,2165,,,,9199329754,Liquors-Retail,445310,445310,,,,Private,Orange,4,453000,ORANGECOUNTYABC.GOV,2015
Orange County ABC Board Store,1724 Fordham Blvd,Chapel Hill,NC,27514,5808,Mike,Ewart,Manager,9199426751,Liquors-Retail,445310,445310,,,,Private,Orange,15,1697000,ORANGEABC.CO,1994
Orange County ABC Board Store,112 John Earl St,Hillsborough,NC,27278,2672,Mike,Ewart,Manager,9197323206,Liquors-Retail,445310,445310,,,,Private,Orange,2,227000,,2008
Orange County ABC Store,251 Perkins Dr,Chapel Hill,NC,27514,1792,Sonya,Pennington,Manager,9199420096,Liquors-Retail,445310,445310,,,,Private,Orange,2,227000,ABC.NC.GOV,2000
Orange County ABC Store,7713 US 70,Mebane,NC,27302,8714,Angela,Willoughby,Manager,9195633811,Liquors-Retail,445310,,,,,Private,Orange,7,792000,,1999
Orange County ABC Store,5413 US Highway 70 W,Durham,NC,27705,9037,Robin,Braswell,Manager,9193832964,Liquors-Retail,445310,,,,,Private,Orange,2,227000,,1994
Orsini Wines,4328 Federal Dr # 101,Greensboro,NC,27410,8115,,,,7047288775,Wines-Retail,445310,,,,,Private,Guilford,4,1476000,,2016
Outdoor Beer Garden LLC,306 W Franklin St # G,Chapel Hill,NC,27516,2535,Jeffrey R,Boak,Owner,9190001111,Beer & Ale-Retail,445310,,,,,Private,Orange,4,453000,,2016
Pacific Highway Wines-Spirits,4319 Waterleaf Ct # 102,Greensboro,NC,27410,8171,Mark,Giordano,President,3362797131,Wines-Retail,445310,,,,,Private,Guilford,4,1476000,PACIFIC-HWY.COM,2013
Palate Bottle Shop & Reserve,1007 N 4th St,Wilmington,NC,28401,3013,Andrew,Bopes,Manager,9103991081,Liquors-Retail,445310,722410,,,,Private,New Hanover,5,436000,PALATENC.COM,2016
Papou's,470 W Main St,Sylva,NC,28779,5545,,,,8286313075,Wines-Retail,445310,,,,,Private,Jackson,2,430000,,2017
Papou's Wine Shop & Wine Bar,428 W Main St,Sylva,NC,28779,5548,,,,8280001111,Wines-Retail,445310,,,,,Private,Jackson,2,430000,,2015
Party Beverage Co,5200 Western Blvd,Raleigh,NC,27606,1642,Kirpal,Singh,Owner,9198514386,Beer & Ale-Retail,445310,445310,453998,,,Private,Wake,2,39000,PARTYBEVERAGECOMPANY.COM,1985
Pasquotank County ABC Board,860 Halstead Blvd,Elizabeth City,NC,27909,7045,,,,2523355501,Liquors-Retail,445310,921120,,,,County,Pasquotank,5,1169000,VISITELIZABETHCITY.COM,1990
Pass the Salt Cafe,1125 Military Cutoff Rd # N,Wilmington,NC,28405,3652,Daniel,Pennington,Owner,9102399479,Wines-Retail,445310,722511,,,,Private,New Hanover,6,523000,,2016
Peabodys Wine & Beer Merchants,105 S,Boone,NC,28607,,,,,8282649476,Liquors-Retail,445310,,,,,Private,Watauga,5,1098000,PEABODYSWINEANDBEER.COM,1978
Peabodys Wine & Beer Merchants,1104 Highway 105,Boone,NC,28607,4617,Jeff,Collins,Owner,8282649476,Wines-Retail,445310,445299,722320,445310,518210,Private,Watauga,8,1757000,PEABODYSWINEANDBEER.COM,1978
Peace Street Market,804 W Peace St,Raleigh,NC,27605,1416,Mark,Lambam,Owner,9198347070,Beer & Ale-Retail,445310,722511,,,,Private,Wake,2,39000,BEERADVOCATE.COM,1996
Person County ABC Store,712 N Madison Blvd,Roxboro,NC,27573,4638,Dale,Norris,Manager,3365998294,Liquors-Retail,445310,445310,,,,Private,Person,10,1940000,PERSONCOUNTY.NET,1977
Petit Philippe LLC,2820 Selwyn Ave # 160,Charlotte,NC,28209,1794,Mark,Meissner,Owner,7043329910,Wines-Retail,445310,,,,,Private,Mecklenburg,7,3542000,PETITPHILIPPE.COM,2012
Piccadilly By Rush Espresso,214 N Tryon St,Charlotte,NC,28202,1078,Paul,Mc Conachy,Owner,9802999347,Wines-Retail,445310,722515,,,,Private,Mecklenburg,7,3542000,,2017
Pink Rose Group LLC,4107 Oleander Dr,Wilmington,NC,28403,6838,,,,9107969463,Wines-Retail,445310,,,,,Private,New Hanover,4,349000,,2015
Pintville Craft Beer,329 Main St,Pineville,NC,28134,9210,Natasha,Young,Owner,7048351089,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,4,2024000,PINTVILLE.COM,2015
Pipe & Pint Inc,3716 Spring Garden St,Greensboro,NC,27407,1834,Larry,Christopher,Owner,3362188610,Beer & Ale-Retail,445310,453991,,,,Private,Guilford,4,1476000,THEPIPEANDPINT.NET,1999
Pitt County ABC,246 3rd St,Ayden,NC,28513,,John,Loftin,Manager,2527468081,Liquors-Retail,445310,445310,,,,Private,Pitt,2,464000,,2006
Pitt County ABC Board,2307 S Memorial Dr,Greenville,NC,27834,5017,,,,2527562350,Liquors-Retail,445310,445310,,,,Private,Pitt,8,1854000,PITT.ABC.NC.GOV,2002
Pitt County ABC Store,2082 Central Park Dr,Winterville,NC,28590,7857,,,,2523557427,Liquors-Retail,445310,,,,,Private,Pitt,4,927000,PITT.ABC.NC.GOV,2015
Pitt County ABC Store,2000 E Arlington Blvd,Greenville,NC,27858,5875,,,,2527566562,Liquors-Retail,445310,,,,,Private,Pitt,2,464000,,2015
Pittsboro ABC Store,70 Sanford Rd,Pittsboro,NC,27312,,Lillian,Colomy,Manager,9195424421,Liquors-Retail,445310,445310,,,,Private,Chatham,3,560000,,1997
Pj's Coastal Discount,10223 Beach Dr SW,Carolina Shores,NC,28467,2703,,,,9105791011,Beer & Ale-Retail,445310,452210,447190,,,Private,Brunswick,5,1087000,CITGO.COM,1997
Plantation Wine & Tobacco,13200 Falls of Neuse Rd # 105,Raleigh,NC,27614,8294,,,,9194889463,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2011
Pop the Top Craft Beer Shop,1750 Camden Rd # A,Charlotte,NC,28203,6611,Ketan,Patel,Owner,7049602859,Beer & Ale-Retail,445310,,,,,Private,Mecklenburg,2,1012000,POPTHETOPCLT.COM,2017
Port City Bottle Shop LLC,317 N 4th St,Wilmington,NC,28401,4018,,,,9100001111,Liquors-Retail,445310,,,,,Private,New Hanover,5,436000,,2016
Pourworks,900 E Six Forks Rd,Raleigh,NC,27604,1818,David John,Hartman,Other,9199773514,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2016
Proof Wine & Spirits,4504 Bennett Memorial Rd,Durham,NC,27705,2310,Joey,Ziemba,Director,9194916125,Wines-Retail,445310,,,,,Private,Durham,2,551000,PROOFWINEANDSPIRITS.COM,2012
Proof Wine & Spirits,1214 Bivins St,Durham,NC,27707,1606,John,Mccarthy,Owner,9199320333,Liquors-Retail,445310,,,,,Private,Durham,5,1376000,PROOFWINEANDSPIRITS.COM,2014
PRP Wine Intl,2220 Hawkins St,Charlotte,NC,28203,4939,Matthew,Gauger,Site Manager,7043446226,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,10,5060000,PRPWINE.COM,2006
R A Jeffreys Distributing Co,2026 US Robin Ln,New Bern,NC,28562,,J M,Corcoran,President,2526331527,Beer & Ale-Retail,445310,,,,,Private,Craven,50,11921000,,1990
RALEIGH Wine Shop,126 Glenwood Ave,Raleigh,NC,27603,1704,Elizabeth,Olivieri,Manager,9198035473,Wines-Retail,445310,,,,,Private,Wake,2,39000,THERALEIGHWINESHOP.COM,2005
Randleman ABC,620 W Academy St,Randleman,NC,27317,9748,Daivd,Hardison,Manager,3364982253,Liquors-Retail,445310,,,,,Private,Randolph,5,1069000,RANDLEMANCHAMBER.COM,1948
Ready Mart Inc,211 S Main St,Biscoe,NC,27209,8037,,,,9105698002,Beer & Ale-Retail,445310,445120,453998,,,Private,Montgomery,4,709000,READYMARTCONVENIENCESTORE.COM,2004
Red Bank Wine,1001 International Dr,Wilmington,NC,28405,4176,,,,9102569480,Wines-Retail,445310,,,,,Private,New Hanover,5,436000,REDBANKWINE.COM,2004
Red Springs ABC,904 E 4th Ave,Red Springs,NC,28377,1640,Carl,Bounds,Manager,9108435955,Liquors-Retail,445310,,,,,Private,Robeson,5,1090000,ABC.NC.GOV,2010
Ridgewood Wine & Beer Co,1214 Ridge Rd,Raleigh,NC,27607,6835,,,,9198325232,Wines-Retail,445310,,,,,Private,Wake,2,39000,RIDGEWOODWINEANDBEER.COM,2018
Rockingham ABC Store,2124 Fayetteville Rd,Rockingham,NC,28379,4015,,,,9109975292,Liquors-Retail,445310,445310,,,,Private,Richmond,5,1104000,,2014
Roseboro City ABC Board,501 N East St,Roseboro,NC,28382,,William,Gates,Manager,9105255622,Liquors-Retail,445310,,,,,Private,Sampson,4,890000,INTRSTAR.NET,1989
Rowan County ABC Board Inc,1401 Jake Alexander Blvd S,Salisbury,NC,28146,8359,Ron,Vellines,Manager,7046368568,Liquors-Retail,445310,,,,,Private,Rowan,5,1029000,,2011
Rowan County ABC Board Inc,1636 W Innes St,Salisbury,NC,28144,2508,Todd,Lingle,Manager,7046368590,Liquors-Retail,445310,445110,,,,Private,Rowan,4,823000,,2011
Salisbury Wine Shop Inc,106 S Main St,Salisbury,NC,28144,4942,Robert S,Potter,President,7046365151,Wines-Retail,445310,,,,,Private,Rowan,2,412000,SALISBURYWINESHOP.COM,2011
Salty Turtle Beer Co,Hwy 50,Surf City,NC,28445,,,,,9100001111,Beer & Ale-Retail,445310,,,,,Private,Onslow,4,862000,SALTYTURTLEBEER.COM,2017
Sante Wine Bar & Tap Room,1 Page Ave # 146,Asheville,NC,28801,2394,,,,8282548188,Wines-Retail,445310,722410,,,,Private,Buncombe,2,896000,SANTEWINEBAR.COM,2016
Savis Wine,713 Pollock St,New Bern,NC,28562,5637,Cammie L,Lee,Owner,2526313329,Wines-Retail,445310,,,,,Private,Craven,2,477000,SAVIWINE.COM,2016
Seaside Wine & Gourmet,6600 Beach Dr SW # 1,Ocean Isle Beach,NC,28469,4710,,,,9105793052,Wines-Retail,445310,,,,,Private,Brunswick,2,435000,,2018
Semora ABC Store,14116 Nc Highway 119 N,Semora,NC,27343,,Steve,Tatum,Manager,3362348381,Liquors-Retail,445310,,,,,Private,Caswell,3,414000,,1994
Session Beer Market,3604 S College Rd # C,Wilmington,NC,28412,2002,Michael,Donohoe,Owner,9103994576,Beer & Ale-Retail,445310,,,,,Private,New Hanover,1,88000,SESSIONBEERMARKET.COM,2017
Shelby ABC,824 W Warren St,Shelby,NC,28150,5065,,,,7044827921,Liquors-Retail,445310,445310,,,,Private,Cleveland,11,2349000,,1990
Shinju Whiskey LLC,20468 Chartwell Center Dr # N,Cornelius,NC,28031,9642,John,Deberry,Vice President,7040001111,Liquors-Retail,445310,,,,,Private,Mecklenburg,4,2024000,,2017
Shore Family Vineyard,2300 Sanders Ridge Ln,Yadkinville,NC,27055,,,,,3366771700,Wines-Retail,445310,,,,,Private,Yadkin,2,367000,,2013
Siler City ABC Store,1404 E 11th St,Siler City,NC,27344,2000,Nancy,Gooch,General Mgr,9196632619,Liquors-Retail,445310,445310,,,,Private,Chatham,7,1306000,EMBARQMAIL.COM,1985
Soco Wine,2779 Soco Rd,Maggie Valley,NC,28751,8899,,,,8285089844,Wines-Retail,445310,,,,,Private,Haywood,2,441000,,2018
Southern Pines Growler Co,205 W Pennsylvania Ave,Southern Pines,NC,28387,5430,Gerry,Bateman,Manager,9106937742,Beer & Ale-Retail,445310,423840,453998,,,Private,Moore,3,720000,SPGROWLER.COM,2013
Southern Shores Craft Beer-Wn,109 Pier Master Pt # 120,Wilmington,NC,28412,5602,,,,9100001111,Beer & Ale-Retail,445310,,,,,Private,New Hanover,4,349000,,2017
Southport ABC,714 N Howe St,Southport,NC,28461,3460,Todd,Dunn,Manager,9104576924,Liquors-Retail,445310,445310,,,,Private,Brunswick,4,869000,SOUTHPORTREALESTATENORTHCAROLINA.COM,2004
Southside Beer Gdn-Bottle Shop,2108 S Broad St,Winston Salem,NC,27127,2922,Josh,Ball,Owner,3368179974,Beer & Ale-Retail,445310,,,,,Private,Forsyth,4,1928000,,2018
Sportsmen's Lounge,103 W Main St,Pilot Mountain,NC,27041,9303,Les,Bennett,Owner,3363682004,Beer & Ale-Retail,445310,,,,,Private,Surry,4,871000,,1984
St Pauls Board-Alcohol Control,948 W Broad St,St Pauls,NC,28384,1465,Charles E,Dove,Manager,9108655734,Liquors-Retail,445310,,,,,Private,Robeson,6,1308000,,2009
Starrlight Mead,480 Hillsboro St # 100,Pittsboro,NC,27312,9936,Becky,Starr,Owner,9195336314,Wines-Retail,445310,312130,,,,Private,Chatham,6,1120000,STARRLIGHTMEAD.COM,2011
State Liquor Store # 2,103 S Pollock St,Selma,NC,27576,3031,Brenda,Evans,Manager,9199652216,Liquors-Retail,445310,,,,,Private,Johnston,2,478000,STATE.PA.US,1995
State Liquor Store 1,110 S Herritage St,Kinston,NC,28501,1109,Bruce,Hill,Manager,2525231606,Liquors-Retail,445310,,,,,Private,Lenoir,5,1543000,,2012
State Liquor Store 7,6056 US Highway 70 E,La Grange,NC,28551,,Mike,Meyers,Manager,2525664711,Liquors-Retail,445310,,,,,Private,Wayne,2,429000,,1994
Statesville ABC Store,311 S Center St,Statesville,NC,28677,5838,William,Stamey,Manager,7048735078,Liquors-Retail,445310,445310,,,,Private,Iredell,9,2248000,STATESVILLEABC.COM,2001
Stella Brew LLC,1305 S Hawthorne Rd,Winston Salem,NC,27103,4121,Stella,Blue,Owner,3367259300,Liquors-Retail,445310,424810,722515,,,Private,Forsyth,5,2410000,STELLABREW.COM,2013
Sterlings Craft & Wine Shop,4320 Ten Ten Rd,Apex,NC,27539,9176,,,,9193676278,Wines-Retail,445310,,,,,Private,Wake,2,39000,,2017
Sunset Beach ABC Board,7400 New Market St,Sunset Beach,NC,28468,,Herb,Tinger,Manager,9105796872,Liquors-Retail,445310,,,,,Private,Brunswick,7,1521000,SUNSETBEACHNC.GOV,1993
Swingbridge Cork & Brew,106 N New River Dr # D,Surf City,NC,28445,6600,,,,9103285005,Beer & Ale-Retail,445310,312120,,,,Private,Pender,4,1235000,SWINGBRIDGECORKANDBREW.COM,2018
T C's Hot Stop,1139 W 3rd St,Siler City,NC,27344,3620,,,,9195486492,Liquors-Retail,445310,,,,,Private,Chatham,3,560000,,2017
Table Wine,1550 Hendersonville Rd # 102,Asheville,NC,28803,3199,Josh,Spurling,Owner,8285058588,Wines-Retail,445310,,,,,Private,Buncombe,1,448000,TABLEWINEASHEVILLE.COM,2010
Tastings Wine & Beer,312 E Center St,Lexington,NC,27292,4108,Chris,Briggs,Owner,3362437220,Wines-Retail,445310,424490,,,,Private,Davidson,2,391000,TASTINGSWINE.COM,2006
Tasty Beverage Co,162 Coxe Ave,Asheville,NC,28801,4034,,,,8282327120,Beer & Ale-Retail,445310,,,,,Private,Buncombe,4,1792000,,2015
Tasty Beverage Co LLC,327 W Davie St # 106,Raleigh,NC,27601,1703,Johnny,Belflower,Owner,9198282789,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,TASTYBEVERAGECO.COM,2012
Taylorsville ABC Store Inc,42 Nc Highway 16 S,Taylorsville,NC,28681,3053,,,,8286324628,Liquors-Retail,445310,,,,,Private,Alexander,5,1543000,TAYLORSVILLENC.COM,2013
Team Beverage,6901 Louisburg Rd,Raleigh,NC,27616,6333,Sam,Jaqob,Manager,9198764400,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2014
Thistle Stop Wine Shop,210 N Main St,Kernersville,NC,27284,4004,Kenny,Hamilton,Manager,3363104503,Wines-Retail,445310,,,,,Private,Forsyth,1,482000,THISTLESTOPWINESHOP.COM,2012
Thomasville ABC,1144 Randolph St,Thomasville,NC,27360,5750,Leigh Ann,Lowe,Manager,3364725990,Liquors-Retail,445310,,,,,Private,Davidson,4,781000,,2004
Time In A Bottle Fine Wine,300 Front St # 3,Beaufort,NC,28516,2147,,,,2522415441,Wines-Retail,445310,,,,,Private,Carteret,2,412000,,2016
Total Wine & More,1600 E Woodlawn Rd # 290,Charlotte,NC,28209,2357,Bill,Tice,Regional Mgr,7042959292,Wines-Retail,445310,445310,445310,,,Private,Mecklenburg,20,10120000,TOTALWINE.COM,2008
Total Wine & More,551 S Stratford Rd,Winston Salem,NC,27103,1806,James,Thompson,Site Manager,3362450388,Wines-Retail,445310,445310,445310,,,Private,Forsyth,15,7228000,TOTALWINE.COM,2003
Total Wine & More,3615 Whitespoon Blvd,Durham,NC,27707,,,,,9194895082,Wines-Retail,445310,445310,,,,Private,Durham,20,5501000,TOTALWINE.COM,2016
Total Wine & More,2976 Battleground Ave,Greensboro,NC,27408,2706,Kevin,Kennedy,Site Manager,3362350400,Wines-Retail,445310,445310,,,,Private,Guilford,15,5534000,TOTALWINE.COM,2002
Total Wine & More,8709 Townley Rd # A,Huntersville,NC,28078,1899,Celeste,Orr,Manager,7048956115,Wines-Retail,445310,424490,445310,445310,,Private,Mecklenburg,10,5060000,TOTALWINE.COM,2003
Total Wine & More,8381 Brier Creek Pkwy,Raleigh,NC,27617,7303,Ryan,Waters,Site Manager,9192930362,Wines-Retail,445310,445310,,,,Private,Wake,10,1005000,TOTALWINE.COM,2003
Total Wine & More,6105 Capital Blvd,Raleigh,NC,27616,2943,Cortney,Leach,Site Manager,9192350000,Wines-Retail,445310,445310,445310,,,Private,Wake,20,1005000,TOTALWINE.COM,2003
Total Wine & More,3503 W Gate City Blvd,Greensboro,NC,27407,4623,Corey,Crites,Site Manager,3362352323,Wines-Retail,445310,445310,445310,,,Private,Guilford,9,3321000,TOTALWINE.COM,2004
Total Wine & More,335 Crossroads Blvd,Cary,NC,27518,6895,Nick,Frick,Site Manager,9192353322,Wines-Retail,445310,445310,445310,,,Private,Wake,10,1005000,TOTALWINE.COM,2004
Total Wine & More,4421 Six Forks Rd # 111,Raleigh,NC,27609,5761,Michele,Martin,Site Manager,9197862595,Wines-Retail,445310,445310,445310,,,Private,Wake,15,1005000,TOTALWINE.COM,2008
Total Wine & More,5341 Ballantyne Commons # 100,Charlotte,NC,28277,692,Julie,Cassidy,Site Manager,7048411212,Wines-Retail,445310,445310,,,,Private,Mecklenburg,20,10120000,TOTALWINE.COM,2010
Total Wine & More,8054 Concord Mills Blvd,Concord,NC,28027,4417,Travis,Thompson,Manager,9802586095,Wines-Retail,445310,445310,,,,Private,Cabarrus,15,3485000,TOTALWINE.COM,2018
Town of Mooresville ABC,436 E Plaza Dr,Mooresville,NC,28115,,Irvin,Walls,Manager,7046636152,Liquors-Retail,445310,921120,,,,Private,Iredell,31,7741000,,1999
Toxaway Wine & Cheese,15889 Rosman Hwy # 2,Lake Toxaway,NC,28747,8664,,,,8288846667,Wines-Retail,445310,,,,,Private,Transylvania,2,367000,TOXAWAYWINEANDCHEESE.COM,2003
Triad Municipal ABC Board,3504 Yadkinville Rd,Winston Salem,NC,27106,2535,Greg,Bradshur,Administrator,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,5,2410000,FORSYTHABC.ORG,1996
Triad Municipal ABC Board,3127 Starlight Dr,Winston Salem,NC,27107,4153,Gregory,Bradsatr,Manager,3367887141,Liquors-Retail,445310,445310,,,,Private,Forsyth,17,8191000,,1951
Triad Municipal ABC Board,1175 Nc Highway 66 S,Kernersville,NC,27284,3534,James,Waddell,President,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,6,2891000,,1992
Triad Municipal ABC Board,541 W Northwest Blvd,Winston Salem,NC,27105,6525,Gregory,Bradser,Administrator,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,5,2410000,,1992
Triad Municipal ABC Board,5287 US Highway 158,Advance,NC,27006,6905,Greg,Bradsher,Administrator,3367887141,Liquors-Retail,445310,,,,,Private,Davie,5,1059000,TRIADABC.ORG,1951
Triad Municipal ABC Board,554 N Martin Luther King Jr Dr,Winston Salem,NC,27101,4331,Fred,Mc Call,Manager,3367887141,Liquors-Retail,445310,,,,,Private,Forsyth,5,2410000,TRIADABC.ORG,1951
Triad Municipal ABC Board,435 Summit Square Blvd,Winston Salem,NC,27105,1485,,,,3363772415,Liquors-Retail,445310,,,,,Private,Forsyth,6,2891000,,1998
Triangle Craft Beer Alliance,3709 Neil St,Raleigh,NC,27607,5415,,,,9190001111,Beer & Ale-Retail,445310,,,,,Private,Wake,2,39000,,2017
Triangle Wine Co,575 New Waverly Pl # 103-B,Cary,NC,27518,1611,,,,9193073966,Wines-Retail,445310,,,,,Private,Wake,2,39000,TRIANGLEWINECO.COM,2011
Triangle Wine Co,3735 Davis Dr # 113,Morrisville,NC,27560,8907,Glenn,Hagedorn,Partner,9194621912,Wines-Retail,445310,445310,,,,Private,Wake,2,39000,TRIANGLEWINECO.COM,2011
Triangle Wine Co,144 Brucewood Rd,Southern Pines,NC,28387,5143,Erin,Russell,Manager,9102462100,Wines-Retail,445310,445310,,,,Private,Moore,5,1199000,TRIANGLEWINECO.COM,2011
Tryon Bottle,15 S Trade St,Tryon,NC,28782,6654,,,,8288596473,Wines-Retail,445310,445310,,,,Private,Polk,2,372000,TRYONBOTTLE.COM,2017
Uncorked,126 N Main St,Mt Airy,NC,27030,3808,,,,3367861957,Wines-Retail,445310,,,,,Private,Surry,2,436000,,2011
Uptown Wine & Gallery,240 E Main St,Yadkinville,NC,27055,8259,,,,3366771115,Liquors-Retail,445310,,,,,Private,Yadkin,5,916000,SHALLOWFORDWINETRAIL.COM,2009
Valdese ABC Store,1018 Main St W,Valdese,NC,28690,2614,Karen,Caruso,Manager,8288792227,Liquors-Retail,445310,,,,,Private,Burke,6,1294000,VABCNC.COM,2010
Village Wine Shop,80 Magnolia Rd,Pinehurst,NC,28374,9353,Gwen,Detering,Mfg Exec,9102955100,Wines-Retail,445310,,,,,Private,Moore,3,720000,M.VILLAGEWINESHOP.NET,2010
Vino Wine Shop,89 Hillsboro St,Pittsboro,NC,27312,,Anna,Kizer,Owner,9195423922,Wines-Retail,445310,,,,,Private,Chatham,3,560000,VINOWINESHOPNC.COM,2012
Vinotopia,4122 Bennett Memorial Rd # 105,Durham,NC,27705,1207,John Harper,Hornaday,Other,9199070207,Wines-Retail,445310,,,,,Private,Durham,2,551000,,2017
Vintner Wine Market,8128 Providence Rd # 500,Charlotte,NC,28277,9742,Steve,Weiner,Manager,7045439909,Liquors-Retail,445310,445310,,,,Private,Mecklenburg,10,5060000,VINTNERWINEMARKETNC.COM,2006
Wake County ABC,100 Village Walk Dr,Holly Springs,NC,27540,7679,Jeff,Keith,Site Manager,9192852908,Liquors-Retail,445310,445310,,,,Private,Wake,3,58000,WAKEABC.COM,1937
Wake County ABC Board,4501 Vineyard Pine Ln,Rolesville,NC,27571,,,,,9195540071,Liquors-Retail,445310,,,,,Private,Wake,3,58000,WAKEABC.COM,1937
Wake County ABC Board,1212 Wicker Dr,Raleigh,NC,27604,1428,Joel,Keith,General Mgr,9198322726,Liquors-Retail,445310,445310,,,,Private,Wake,7,134000,WAKEABC.COM,1937
Wallace ABC Commission,301 N Norwood St,Wallace,NC,28466,,Myrle,Beringer,Manager,9102853335,Liquors-Retail,445310,,,,,Private,Duplin,2,362000,,2012
Walnut Cove ABC Board,521 N Main St,Walnut Cove,NC,27052,,,,,3365917447,Liquors-Retail,445310,445310,,,,Private,Stokes,4,764000,ABC.NC.GOV,2007
Warren County ABC Board,,Norlina,NC,27563,,,,,2524566053,Liquors-Retail,445310,,,,,Private,Warren,5,757000,,2002
Waxhaw ABC Board,2528 Cuthbertson Rd,Waxhaw,NC,28173,,Cheryl,Wilson,Manager,7042434241,Liquors-Retail,445310,,,,,Private,Union,5,1148000,,2015
Wayne County ABC Store,1316 W Grantham St,Goldsboro,NC,27530,1151,Connie,Leitch,Manager,9197368005,Liquors-Retail,445310,,,,,Private,Wayne,4,858000,WAYNE.ABC.NC.GOV,2005
Waynesville ABC Board,52 Dayco Dr,Waynesville,NC,28786,6070,Joy,Rasmus,Manager,8284524444,Liquors-Retail,445310,445310,,,,Private,Haywood,11,2424000,,2014
Weaverville ABC Liquor Store,7 Northridge Commons Pkwy # 10,Weaverville,NC,28787,7534,Ed,Doughtery,Manager,8286453399,Liquors-Retail,445310,,,,,Private,Buncombe,8,3584000,ABC.NC.GOV,2009
Weinhaus,86 Patton Ave,Asheville,NC,28801,3315,Hunt,Mallett,President,8282546453,Wines-Retail,445310,445310,,,,Private,Buncombe,4,1792000,WEINHAUS.COM,1984
Well Travelled Beer,201 S Center St # A,Goldsboro,NC,27530,4866,Samuel,Hodge,Owner,9197501476,Beer & Ale-Retail,445310,,,,,Private,Wayne,2,429000,WELLTRAVELLEDBEER.COM,2016
Westgate Wine Store,6405 Westgate Rd # 115,Raleigh,NC,27617,4757,Bill,Jackson,Owner,9197874290,Wines-Retail,445310,454110,,,,Private,Wake,6,115000,WESTGATEWINESTORE.COM,2011
Whiskey Sowers,113 N Fourth St,Mebane,NC,27302,2427,Tracy,Sowers,Owner,9195634447,Liquors-Retail,445310,722410,,,,Private,Alamance,5,1080000,WHISKEYSOWERS.COM,2015
Whistlestop Market Nc LLC,7825 Greenville Hwy,Brevard,NC,28712,4657,Diane,Slover,Owner,8288775081,Wines-Retail,445310,445110,445230,,,Private,Transylvania,3,550000,WHISTLESTOPMARKETNC.COM,2004
White Elephant Beer Co LLC,225 Market St,Mt Airy,NC,27030,3513,Tina P,Butcher,Owner,3366488277,Beer & Ale-Retail,445310,,,,,Private,Surry,4,871000,WHITEELEPHANTBEER.COM,2015
